,Rewards,Average reward
0,-206.51675384396364,-206.51675384396364
1,-156.4571058057938,-181.4869298248787
2,15.344300472275094,-115.87651972582744
3,-132.75178815900776,-120.09533683412252
4,-225.33063081092104,-141.14239562948222
5,-339.2197905457269,-174.15529478218969
6,-116.8967459937402,-165.97550209812547
7,-326.21569312993785,-186.005525977102
8,-117.28740626962389,-178.37017934293777
9,-239.6488421584724,-184.49804562449123
10,-330.97318580757644,-197.81396745931715
11,-110.12600087296457,-190.50663691045443
12,-202.25769730133482,-191.41056463282985
13,-345.207185367375,-202.3960375424402
14,-165.96815236085348,-199.96751186366777
15,-264.11930211187126,-203.9769987541805
16,-163.49625760593085,-201.59577868663638
17,-197.6806748313495,-201.37827291689823
18,-84.56421746329958,-195.23016473512985
19,-177.76901057983088,-194.35710702736492
20,-105.32098712668714,-190.1172917939993
21,-79.38901394790167,-185.08418825554034
22,-159.82108189947678,-183.98579232701582
23,31.33024902045466,-175.01429060420458
24,-18.403448452194297,-168.74985691812418
25,-77.89443656321086,-165.25541767370441
26,-121.08014316688337,-163.619296395674
27,-134.8332639187018,-162.59122380721072
28,-87.93416358760523,-160.01684242032778
29,-62.960070099616004,-156.78161667630405
30,-43.543368006895264,-153.12876994503281
31,-83.43887289398353,-150.9509606621875
32,-90.63888965143911,-149.12332214671028
33,-116.81227214432941,-148.17299714664026
34,-343.8257714585874,-153.76307641269588
35,-135.52292142357865,-153.25640544077595
36,-105.19229838771662,-151.957375520423
37,-296.44150980426207,-155.75958958052402
38,-69.6907631140603,-153.55269659420443
39,-61.700496929035765,-151.25639160257523
40,-83.80043525044809,-149.61112437447457
41,-54.481741562097696,-147.34613906941797
42,-66.8554550187209,-145.47426269614596
43,-142.2367240400714,-145.40068227214425
44,-54.83315853080501,-143.38807063344782
45,-233.374857548969,-145.34430513161132
46,-55.199168638392464,-143.42632350409605
47,-73.96757871918285,-141.97926632107703
48,-60.50701548567497,-140.31656732443616
49,-79.12625177713412,-139.09276101349013
50,-82.47145333179863,-137.98253929424126
51,-52.023680040680844,-136.32948430859588
52,-140.37556151025584,-136.40582538787248
53,-143.1001876746434,-136.5297950598497
54,-135.93969368457678,-136.51906594393566
55,-24.04764881839425,-134.51064778097955
56,-75.63831042268555,-133.47779975714982
57,-50.75378402002595,-132.05152362375114
