,Rewards,Average reward
0,-329.9350963505408,-329.9350963505408
1,-108.79825328789838,-219.36667481921958
2,-99.69015202944456,-179.47450055596127
3,-114.85241532516298,-163.31897924826168
4,-74.01224324185603,-145.45763204698056
5,-241.845941980433,-161.52235036922264
6,-98.51063153622894,-152.52067625022352
7,-99.79019402151694,-145.9293659716352
8,-193.0034790175877,-151.15982297674105
9,-104.81298147283954,-146.52513882635088
10,-309.49846305444686,-161.34089557435962
11,-106.71317761646591,-156.78858574453514
12,-107.94210948590712,-153.03116449387144
13,-141.88114577684502,-152.2347345855124
14,-377.3726157655308,-167.24392666418032
15,-41.055663040051186,-159.3571601876722
16,-274.30747136008665,-166.11894319781425
17,-241.93375317629705,-170.33087708550772
18,-189.14884308603803,-171.32129634869355
19,-507.3631500080776,-188.12338903166273
20,-102.81601038593857,-184.06113290567586
21,-95.38449377741227,-180.0303765816639
22,-107.36519860601021,-176.87102101750506
23,-117.32334452687874,-174.38986783039562
24,-358.9948784058269,-181.77406825341288
25,-42.61989033789243,-176.42198448743133
26,-126.08474428015583,-174.55764225753225
27,-138.01493779308115,-173.25254566951614
28,-240.76491836488594,-175.5805585210806
29,-271.7363514031067,-178.78575161714812
30,-52.30647645474953,-174.70577499900625
31,-193.39143282123226,-175.2897018059508
32,-89.37672554635677,-172.68627828293282
33,-75.82865104792366,-169.8375245407267
34,-103.29902188566048,-167.93642446486763
35,-342.3988200874131,-172.78260212104945
36,-147.17618604424678,-172.0905368216764
37,-120.56611877000636,-170.73463108347454
38,-299.6519094496639,-174.04020232363322
39,-56.80295243086417,-171.109271076314
40,-74.43802666235082,-168.75143584670516
41,-112.69182589876081,-167.41668322889694
42,-122.96047031860962,-166.38281781237865
43,-126.01093867198627,-165.46527510464244
44,-106.35982031606314,-164.15182055378511
45,-95.60458390678791,-162.66166323537215
46,-360.63737122992416,-166.87391234163923
47,-95.96966956875146,-165.39674061720407
48,-266.20745738360836,-167.45410218386536
49,-104.78556365063275,-166.2007314132007
50,-82.99806775505306,-164.56930663558998
51,-78.58212517965191,-162.91570699220654
52,-81.25574601812957,-161.37495301156358
53,-35.82909581090708,-159.05002973006992
54,-142.99582799258792,-158.7581351530248
55,26.98355992130412,-155.44131916955467
56,-53.54888994851018,-153.6537326919925
57,-171.42589710505115,-153.96014931980386
58,-90.40484136270018,-152.88294071036142
59,-194.4755346419439,-153.57615060922114
60,-66.49720720950071,-152.14862694693065
61,-140.72747947451106,-151.96441489092388
62,-77.40907373841249,-150.78099677739195
63,-74.37637055636615,-149.5871744926884
64,-46.36234139970631,-147.99910013741177
65,-116.67559369388988,-147.52450155493415
66,-215.32082636159836,-148.53638699980974
67,-113.70989542754312,-148.02423271198228
68,-102.7896144433393,-147.36865853417586
69,-209.03095853668626,-148.24954853421173
70,-81.84751426119409,-147.31430861487345
71,-159.33094186385654,-147.48120629888712
72,-145.93914394527346,-147.4600821570568
73,-72.45886550054735,-146.44655220223913
74,-60.49762851516637,-145.30056655307814
75,-64.29997224799968,-144.23476925959028
76,-70.7807349535402,-143.2808207621091
77,-14.015358368514029,-141.62357124424247
78,23.076334047453443,-139.5387623164995
79,-107.40932461635812,-139.13714434524772
80,-134.14045118765725,-139.07545677540094
81,-83.33627534918156,-138.39571066044704
82,-53.02790564777767,-137.36718288921006
83,-96.713950558265,-136.8832158376512
84,-102.24821574705045,-136.47574524835002
85,2.567720690847537,-134.85896076068494
86,-84.4338953317826,-134.27936230747915
87,-108.0501545182626,-133.98130312805623
88,-11.290268001852482,-132.602752171582
89,-83.23092219050321,-132.05417628290337
90,-69.62338586352378,-131.36812364093217
91,-40.76011236350128,-130.38325395313402
92,-127.20464767581258,-130.34907539101226
93,-142.13700471792112,-130.47447889449003
94,-42.00194358674534,-129.54318904914535
95,-99.8923447490652,-129.23432608768616
96,-124.12664893144171,-129.18166962215787
97,-85.84802884883236,-128.73948961426677
98,-63.98388419883464,-128.0853925898685
99,-56.64268678693571,-127.37096553183916
100,-91.43176035396024,-124.98593217187334
101,-138.03408377428423,-125.27829047673723
102,-99.82235592672413,-125.27961251571
103,-121.92538063133634,-125.35034216877175
104,-107.72860275823373,-125.68750576393552
105,-99.18564643094714,-124.26090280844065
106,-88.31532384810129,-124.15894973155937
107,-81.18948957711203,-123.97294268711534
108,-13.12830485586079,-122.17419094549807
109,5.644659072196106,-121.06961454004771
110,-4.488833592332539,-118.01951824542661
111,-145.2185620000905,-118.40457208926281
112,-58.80562714342592,-117.91320726583801
113,-26.22640838801894,-116.75665989194972
114,-89.68713960603338,-113.87980513035478
115,-76.72975662340035,-114.23654606618825
116,-99.13595589560278,-112.48483091154343
117,-193.91421179239876,-112.00463549770444
118,18.759528400976947,-109.9255517828343
119,-52.109100145063124,-105.37301128420413
120,-115.61480366343474,-105.5009992169791
121,-103.46972157862734,-105.58185149499124
122,-52.894512615515055,-105.03714463508629
123,-112.31410148479226,-104.98705220466543
124,-56.23483849126165,-101.95945180551979
125,-70.91558645377475,-102.24240876667862
126,-42.025794358118056,-101.40181926745824
127,-49.14249623323983,-100.51309485185982
128,-12.361465082035394,-98.2290603190313
129,-76.41997364217796,-96.27589654142203
130,-204.55350534967653,-97.7983668303713
131,-82.61607989118448,-96.69061330107081
132,-13.724930891443947,-95.93409535452167
133,-29.472302693849997,-95.47053187098093
134,-95.68812291180413,-95.39442288124238
135,-17.82107386153389,-92.14864541898359
136,-3.9076808524233675,-90.71596036706538
137,-90.9753593383973,-90.42005277274927
138,-51.36278953799311,-87.93716157363257
139,36.6663005887388,-87.00246904343653
140,-25.236886022173024,-86.51045763703475
141,-175.52493943980295,-87.13878877244517
142,-62.101801285166054,-86.53020208211073
143,-39.854236264887376,-85.66863505803974
144,-88.8751461125469,-85.4937883160046
145,-149.68062138039164,-86.03454869074064
146,-24.768338000697725,-82.67585835844837
147,1.817710040317066,-81.69798456235768
148,-37.42435010646206,-79.41015348958621
149,-58.249239728646245,-78.94479025036635
150,-317.5375997291509,-81.29018557010733
151,-47.53372076039125,-80.97970152591473
152,-94.78947058411876,-81.11503877157462
153,-35.65735534204437,-81.113321366886
154,-26.331892176910777,-79.94668200872921
155,-107.56693614042787,-81.29218696934653
156,-49.686620923244774,-81.25356427909387
157,1.7256134241754069,-79.52204917380162
158,-37.289717550943756,-78.99089793568405
159,-32.04008474076517,-77.36654343667227
160,36.36755796780682,-76.33789578489919
161,-18.202390209528,-75.11264489224936
162,-61.27998291549939,-74.95135398402023
163,8.192329464737098,-74.1256669838092
164,-13.545267891286386,-73.797496248725
165,-38.413042481688265,-73.01487073660299
166,-36.55157407444879,-71.22717821373149
167,-54.76450090653388,-70.63772426852138
168,0.7765347019934268,-69.60206277706806
169,6.535624789321006,-67.44639694380798
170,0.6985183742789474,-66.62093661745325
171,-14.770660501997734,-65.17533380383468
172,-39.23407604976775,-64.1082831248796
173,-72.54038170002592,-64.1090982868744
174,15.386177025606305,-63.350260231466685
175,-3.44959431933742,-62.74175645218006
176,7.495468197602724,-61.95899442066863
177,34.79186397323191,-61.47092219725118
178,7.906174039974305,-61.62262379732597
179,-216.02745292847806,-62.708805080447156
180,-2.892768620704416,-61.39632825477763
181,-199.26581143302639,-62.55562361561607
182,57.194338593485824,-61.45340117320344
183,34.76323654358386,-60.13862930218495
184,60.123585700496804,-58.51491128770948
185,33.320072255858264,-58.20738777205938
186,48.75449474786952,-56.87550387126285
187,71.05370733471938,-55.08446525273303
188,-32.78275208619242,-55.29939009357643
189,100.54415769004495,-53.46163929477095
190,-230.5537126468301,-55.070942562604
191,32.796821791543245,-54.33537322105356
192,-20.484202544603846,-53.268168769741486
193,-3.2303729903474476,-51.87910245246575
194,-52.106458679074365,-51.98014760338904
195,-365.39371841257037,-54.6351613400241
196,20.87544053568669,-53.18514044535281
197,18.001643101757935,-52.14664372584691
198,-64.26794082059482,-52.14948429206451
199,80.46456958509575,-50.77841172834419
200,-116.76328487759957,-51.03172697358057
201,36.346960366760094,-49.28791653217013
202,47.25210499407353,-47.81717192296215
203,25.039379707403707,-46.34752431957476
204,107.98325154196719,-44.190405776572746
205,-3.628698703683966,-43.234836299300106
206,-25.0154839608459,-42.601837900427554
207,25.22397377029221,-41.537703266953514
208,-4.351891324930051,-41.449939131644214
209,4.994202890596441,-41.456443693460216
210,1.893147525835831,-41.39262388227853
211,-157.53514069164962,-41.51578966919412
212,-162.46893757341505,-42.55242277349401
213,9.436006864784929,-42.195798620965974
214,41.36126422049148,-40.88531458270072
215,11.372419803241682,-40.0042928184343
216,-53.04377462865657,-39.54337100576484
217,-82.23341703180279,-38.42656305815888
218,98.32464663895044,-37.63091187577914
219,-217.53031322366044,-39.28512400656512
220,-238.94199849224609,-40.51839595485323
221,-165.19061633356375,-41.13560490240259
222,32.654129307176575,-40.280118483175684
223,72.78904099745668,-38.42908705835319
224,-68.18165449387756,-38.54855521837935
225,277.207200291234,-35.06732735092926
226,37.07113158979706,-34.2763580914501
227,128.81923752222997,-32.49674075389541
228,34.22927623371366,-32.03083334073792
229,29.46027199624443,-30.972030884353693
230,-143.828267698897,-30.364778507845894
231,78.17207691656093,-28.756896939768446
232,45.30934101107215,-28.16655422074328
233,49.281151842857355,-27.379019675376206
234,120.26144039560094,-25.219524042302154
235,105.86576816784088,-23.98265562200841
236,114.57948977032594,-22.79778391578092
237,40.855603180115935,-21.47947429059579
238,32.860242750009796,-20.637243967715754
239,105.09447837922436,-19.9529621898109
240,7.780634073077128,-19.6227869888584
241,154.7792509407516,-16.31974508505286
242,15.777457112425191,-15.540952501076942
243,-354.48530964603515,-18.68726323488842
244,-46.35005983731212,-18.26201237213607
245,5.862064028008193,-16.706585518052076
246,124.86763316532469,-15.21022580639185
247,-45.430072981118684,-15.68270363660621
248,29.308449189028938,-15.015375643651298
249,90.23061735206585,-13.530577072844178
250,55.02293337538148,-9.804971741798855
251,-29.931232677286637,-9.628946860967808
252,95.76790034131898,-7.7233731517134325
253,117.4377653256141,-6.192421945036845
254,122.77600675389701,-4.70134295572877
255,110.91478042589699,-2.5165257900655185
256,156.9902634764055,-0.449756946069015
257,47.90621394553756,0.01204905914460511
258,55.926194726243594,0.9442081819164792
259,87.2537596792515,2.1371466261166447
260,10.502425455845824,1.878495300997036
261,87.85925190674074,2.93911172215972
262,107.84011279384559,4.630312679253174
263,71.67291682309772,5.2651185528367765
264,111.51628582265067,6.515734089976147
265,126.92184368722748,8.169082951665304
266,96.839415321752,9.502992845627313
267,-34.8443613638682,9.702194241053968
268,135.90579384667942,11.05348683250083
269,127.25961293696548,12.260726713977274
270,74.57597050252144,12.999501235259697
271,36.19865361634987,13.509194376443176
272,146.84104705667374,15.36994560750759
273,224.6658313108349,18.342007737616196
274,230.07273471648574,20.488873314524994
275,135.36146765716194,21.87698393428999
276,34.54525036451409,22.147481755959102
277,102.40397693310214,22.823602885557808
278,55.40356664641212,23.29857681162218
279,259.07622314542715,28.049613572361235
280,99.19491999421504,29.07049045851043
281,119.0089957616591,32.25323853045728
282,14.877800795302921,31.830073152475457
283,135.95944427542128,32.84203522979383
284,89.453898810743,33.13533836089629
285,141.80181678260408,34.220155806163746
286,32.67303047433375,34.05934116342839
287,143.21682647446465,34.78097235482584
