,Rewards,Average reward
0,1.233748513053527,1.233748513053527
1,-313.75706961912203,-156.26166055303426
2,-353.8957637116727,-222.13969493924708
3,-328.331101568859,-248.68754659665007
4,-112.90906118077649,-221.53184951347535
5,-341.262492765461,-241.48695672213964
6,-101.16350279239563,-221.44074901789048
7,-194.47475254173602,-218.06999945837117
8,-89.71878490825864,-203.80875339724756
9,62.12927987261191,-177.2149500702616
10,-381.6163319258297,-195.79689387531326
11,-136.7048665352656,-190.87255826364262
12,-80.85028699339298,-182.40930662746956
13,-92.89613838500134,-176.0155088958647
14,-104.5090445016512,-171.2484112695838
15,-196.66511995597818,-172.83695556248347
16,-143.75934570133205,-171.12650792359221
17,-105.21585212695766,-167.4648048237792
18,-45.04143722428029,-161.02146968696346
19,-286.3357331646375,-167.28718286084717
20,-243.65721473684124,-170.9238510454183
21,-239.28797177130033,-174.03131107841293
22,-158.73112518360506,-173.36608560472564
23,-178.37835788548654,-173.57493028309068
24,-39.3507811694341,-168.20596431854443
25,-46.874560078085345,-163.53937184775756
26,-135.41209676294793,-162.49762091869053
27,-278.9579994454196,-166.656920151788
28,-64.84790564851527,-163.14626447926133
29,-46.563581121135975,-159.2601750339905
30,-196.35374970693596,-160.4567419589242
31,-163.95290792182783,-160.56599714526493
32,-256.5336490234082,-163.47410780823898
33,-140.86575076811522,-162.8091561305883
34,-74.70268277043535,-160.2918283202982
35,-156.4195476064795,-160.18426496713658
36,-85.4884308132333,-158.16545863865272
37,-332.74716849131744,-162.75971416109124
38,-363.0113577930465,-167.89437169011575
39,-87.2535959560859,-165.87835229676497
40,-182.99450795395614,-166.29581950791598
41,-138.21606966746936,-165.62725403552437
42,-117.96238507289183,-164.518768710812
43,-41.02623660796199,-161.71212025392904
44,-101.62461933609396,-160.37684245575494
45,-117.79634549512511,-159.45117947834996
46,-68.76109894940387,-157.521603296883
47,0.8116122582962646,-154.22299463948343
48,-299.953326996961,-157.19708305494214
49,-69.11011566576877,-155.4353437071587
50,-118.27434029102368,-154.7066965813521
51,-76.00031405954607,-153.1931123020866
52,-107.00029476424899,-152.32154970703309
53,-55.607284776162885,-150.53054480090583
54,-113.91547692355283,-149.86481629404486
55,-229.03383130195985,-151.27854870490052
56,-79.68352728932194,-150.02249569760968
57,-95.84745248601998,-149.08844322844433
58,-147.566377949586,-149.0626455118535
59,-138.50402991122152,-148.8866685851763
60,-95.98301721992553,-148.01939561197545
61,-23.110513566184522,-146.00473622414012
62,-101.91715567206442,-145.30493335823417
63,-130.71741400314266,-145.07700336831087
64,-388.77513660480054,-148.82620541810303
65,-207.23740791797036,-149.71122363779799
66,-68.44879759277646,-148.49835160727528
67,-107.42923761832203,-147.8943940486142
68,-127.4599060199125,-147.59824204819824
69,-155.7775344949303,-147.71508908315155
70,-73.15771666421212,-146.66498524626508
71,-95.51080077076782,-145.95451046188316
72,-175.68842527378325,-146.36182436341605
73,-245.20782926076174,-147.69758118635318
74,-91.65400090732474,-146.95033344929945
75,-120.82933131756124,-146.60663605282923
76,-98.33941905645928,-145.9797890788504
77,-136.37671605752587,-145.85667275806418
78,-80.97245985485137,-145.03535360739062
79,12.346798037757694,-143.06807671182622
80,-79.52917592159554,-142.28364583787274
81,7.623671689865745,-140.4555078192418
82,-89.9101169258072,-139.8465272060679
83,-26.863966797272028,-138.50149672501078
84,-198.4792580447934,-139.20711744642
85,-128.9091385014126,-139.08737350519897
86,-140.09778497591725,-139.09898743014975
87,-106.9061226866803,-138.73315942170123
88,-92.0615850898673,-138.20875971010759
89,-111.11385103330045,-137.90770516925417
90,-73.04709656634898,-137.19495122856293
91,-83.76213964811832,-136.61415979834072
92,-2.333913348716635,-135.17028618060283
93,-94.82651806240666,-134.74109715806884
94,-83.51240921397071,-134.20184781128884
95,-75.84602138140696,-133.5939746193109
96,-43.91482995199159,-132.66944735469934
97,10.72775887984001,-131.2062105563877
98,-55.65730011687934,-130.44309024891794
99,-95.38047576811363,-130.0924641041099
100,-12.427389629152643,-130.22907548553195
101,0.753021982315218,-127.08397456951761
102,-91.92012278238929,-124.46421816022476
103,-105.54765281178271,-122.23638367265401
104,-109.05939615263824,-122.19788702237261
105,-9.10513236393318,-118.87631341835733
106,-24.618781650639107,-118.11086620693978
107,-74.09290223824486,-116.90704770390485
108,-21.35380591515235,-116.22339791397378
109,-35.55739247182305,-117.20026463741813
110,-43.71211570033292,-113.82122247516318
111,8.512772274494424,-112.36904608706558
112,-56.3901431125283,-112.12444464825694
113,-158.48642919682067,-112.78034755637515
114,-7.2695591195462015,-111.80795270255409
115,-71.48572110276002,-110.55615871402189
116,-42.799317034609714,-109.54655842735465
117,-104.38500264903972,-109.53824993257547
118,-57.71636130064029,-109.66499917333907
119,-72.19228801169996,-107.5235647218097
120,16.517478580979855,-104.9218177886315
121,-67.09676999232238,-103.19990577084172
122,-21.086572972082536,-101.82346024872652
123,13.638479810697476,-99.90329187176467
124,-128.88040989198223,-100.79858815899016
125,-264.31317572797616,-102.97297431548904
126,29.68081892762683,-101.32204515858331
127,-91.4981154419448,-99.44744631854859
128,14.618806278635446,-98.65277919927705
129,-98.24154947212186,-99.16955888278692
130,15.95862778711907,-97.04643510784639
131,-28.895853317582223,-95.69586456180394
132,-19.008951064602314,-93.32061758221587
133,-71.80388121382711,-92.62999888667298
134,-148.27742882383188,-93.36574634720697
135,-109.06395364896028,-92.89219040763174
136,-4.867484106903248,-92.08598094056845
137,14.384584553876604,-88.6146634101165
138,-63.27794316187517,-85.61732926380479
139,-0.3755261433526158,-84.74854856567747
140,-182.65166251528146,-84.7451201112907
141,-195.08239619532935,-85.31378337656932
142,-41.107552391987255,-84.54523504976027
143,-46.96562497925806,-84.60462893347324
144,-35.74179064354304,-83.94580064654774
145,-27.528753918141945,-83.0431247307779
146,-93.50247360450403,-83.29053847732888
147,-37.28912168145344,-83.67154581672638
148,-108.89719372554364,-81.76098448401221
149,47.96313717031379,-80.5902519556514
150,-200.91188394269136,-81.41662739216805
151,-130.5182725545701,-81.96180697711829
152,-9.998298209762979,-80.99178701157344
153,-119.74705769795978,-81.6331847407914
154,-151.10520032154523,-82.00508197477131
155,4.160656086470819,-79.67313710088702
156,-89.28013943462408,-79.76910322234005
157,-213.7914072566135,-80.94854277004599
158,-37.828569445384616,-79.85116468500397
