,Rewards,Average reward
0,-129.08842062442443,-129.08842062442443
1,-177.26368243109204,-153.17605152775823
2,-384.00765407573795,-230.11991904375145
3,-179.85447453613824,-217.55355791684815
4,-468.98476780069416,-267.83979989361734
5,-168.99976190691365,-251.3664602291667
6,-182.43752380400105,-241.51946931128592
7,-367.33002097071574,-257.24578826871465
8,-386.74280998586573,-271.634346237287
9,-94.05851373768648,-253.87676298732694
10,-464.2061005704703,-272.9976118585218
11,-159.56244009947557,-263.5446808786013
12,-215.5455124462502,-259.8524371530358
13,-164.70581670174008,-253.05624997794325
14,-96.46543308931122,-242.61686218536778
15,-61.42845535344258,-231.29258675837247
16,-148.4522467630087,-226.4196255821746
17,-451.1310838199792,-238.90359548427483
18,-62.081149966904874,-229.59715098336065
19,-131.91346686031682,-224.71296677720844
20,-106.93791019551809,-219.10463074950889
21,-64.57944002214819,-212.0807584437198
22,-392.04344584047067,-219.90522311314373
23,-114.69875921802152,-215.52162045084697
24,-106.01200434698819,-211.1412358066926
25,-117.22516895799156,-207.52907938943488
26,-262.626964190046,-209.5697417894575
27,-81.36894189521776,-204.99114179323468
28,-238.3587701071293,-206.1417496661276
29,-276.5402056771429,-208.48836486649478
30,-90.87242113906021,-204.69430216560977
31,-81.08668980125246,-200.8315642792236
32,-116.71049486329532,-198.2824409635894
33,-375.4780620248045,-203.49407687715458
34,-149.75558109029083,-201.95869128324418
35,-245.0615651239682,-203.15599333437538
36,-74.65382892111226,-199.68296186374664
37,-235.42868332487953,-200.62363874430278
38,-173.10685381069254,-199.9180801562615
39,-165.31660679811964,-199.05304332230796
40,-91.06681953129927,-196.4192329859419
41,-301.386736282083,-198.91845925489764
42,-171.96583318741523,-198.2916539975143
43,-262.3251448003094,-199.74696060666875
44,-149.26459118949666,-198.62513017517603
45,-169.23860911644368,-197.98629276085578
46,-303.1457883710839,-200.22372883766914
47,-102.69700900454802,-198.19192217447912
48,-514.3696134658203,-204.64452811920034
49,-119.62638489227116,-202.94416525466178
50,-58.79493903224899,-200.11770983853603
51,-147.30538116748943,-199.10208813332358
52,-64.24771559727218,-196.55766601000187
53,-202.10820385842035,-196.66045374793555
54,-141.06851135318485,-195.6496911589401
55,-253.36273847470258,-196.68028128957874
56,-354.13725665177935,-199.44268436610858
57,-258.70291592313913,-200.4644124964022
58,-113.16945946411106,-198.9848370212786
59,-120.63207480241692,-197.67895765096424
60,-138.34453359058656,-196.7062621745646
61,-179.52559825444672,-196.42915469198206
62,-10.25264453401411,-193.47397199106192
63,-118.90370267491042,-192.30881153299705
64,-163.0300398133361,-191.85836889115612
65,-182.739408151358,-191.720202819341
66,-318.46982125554484,-193.6119881691351
67,-64.8232233604248,-191.71803574547758
68,-173.45186623461643,-191.45330865111728
69,-49.9669984618872,-189.43207564841398
70,-149.40590155778756,-188.86832671756008
71,-161.8814049018695,-188.49350835900884
72,-333.84294756528925,-190.48459656731404
73,-128.30118845305896,-189.64428024144573
74,-185.43602710945277,-189.58817019968583
75,-112.5553266684227,-188.57458015322183
76,-71.34899507161536,-187.0521699573568
77,-103.38110811506348,-185.97946403630178
78,-76.44945296260939,-184.59300819992592
79,-174.11081496370443,-184.46198078447316
80,-175.73823893469586,-184.35428026780926
81,-139.06459853192348,-183.80196707590824
82,-197.25692034104804,-183.96407494657257
83,-111.67581502082591,-183.103500423647
84,-63.061933631030634,-181.69124669667502
85,-78.14171211364392,-180.4871823410584
86,-116.85922484240344,-179.75582650774052
87,-2.311954807514553,-177.73941887478338
88,-57.01612299891339,-176.38297734808822
89,-33.451241809258676,-174.79484695321233
90,-115.04022346080873,-174.1382027390101
91,-34.998141063647154,-172.62581076427787
92,-95.59661899198362,-171.7975398850059
93,-85.93682914664896,-170.8841280686404
94,-128.19898258703822,-170.43481074778143
95,-66.66422582505496,-169.35386715483637
96,-87.7349086830155,-168.51243459327122
97,-95.13108433820264,-167.7636453049542
98,-103.68702422578968,-167.11640670819494
99,-119.02405703222571,-166.63548321143523
100,-84.04317811112935,-166.1850307863023
101,-72.10056661328983,-165.13339962812432
102,-35.58389928228529,-161.64916208018977
103,-78.92422299555189,-160.6398595647839
104,-60.24610246145569,-156.5524729113915
